Full Regression;new
NA;NA
0,22390830862897815;NA
NA;NA
0,48073579235187452;0,47922972183025431
0,53034242902524698;0,51611140346366591
0,62192205314636440;0,61884086996833754
NA;0,45477711147929423
0,45842295684891549;0,48135586552366527
NA;0,56535357732936076
0,67239275686580302;0,67658761915925769
0,41039982508813050;0,39759586657766588
0,45493238151448867;0,45492842973372316
NA;NA
0,46081434085498257;0,49538835772733236
NA;NA
-0,10900226926445253;-0,11059949895942379
NA;NA
NA;0,03738497103465564
0,10457545005520542;0,10613241143390298
0,53713588472593665;0,52256987056771242
NA;0,48036508032988601
0,27772332255171189;0,30542666387110790
NA;0,45939445063160905
0,62325759841108652;0,62423451625963611
0,32609841912529142;0,34754308796078359
0,38628302918311136;0,36531047045440518
0,61071208144879652;0,61403384421893381
0,48090587158608905;0,48102328254183990
NA;NA
0,59236507954125595;0,66141649958849136
0,54043513014833544;0,43728100960957278
NA;NA
NA;NA
NA;0,31296970241226207
NA;NA
NA;NA
0,23247801097506735;NA
0,70025652234166647;0,68651390669198886
NA;0,50012760109693377
0,76311976887397204;0,69357474199055102
NA;0,55821741127493008
NA;0,40814247975977286
0,13843844554694662;0,12267213148684833
0,40982752174732795;0,39607048078292811
0,44442927940530708;0,43908255834842513
NA;0,61297530145378021
0,56066616647707523;0,54391004395514453
NA;0,63437950252146602
0,65292183568158157;0,66874197734009133
0,55037783148682451;0,55052328606185241
0,58661471541757226;0,61532511890312569
0,25389052308213217;0,24615799108346367
0,73604483873655213;0,82526225493962291
0,60436392488934043;0,51026432019010914
NA;0,42625385701259239
0,36226644638053734;0,33663508701247008
NA;0,48268447632801947
0,67334385379605721;0,67124989494798293
0,31974777237554175;0,17852824269318460
0,68941954766322577;0,62683090449865886
0,48639727511741176;NA
0,50512014738010980;0,50642424571834344
0,52952586001908408;0,58354215177556856
0,47468149236108326;NA
0,56269134444834690;0,59404156084482262
NA;NA
0,45312061004718024;0,40276042023927938
NA;0,54768113277674957
0,78169176566160137;0,77651048359745722
0,10789266185282136;0,19151639947780405
0,40853689434542889;0,54278803052527957
-0,00671305705464711;-0,00683891756783369
0,32977307266362332;0,35604127776251226
0,65663072624896990;0,65729729316052876
0,66755378228509377;0,67057344299710842
0,33038980851914906;0,35065172435063946
0,50363966587807785;0,55072815419131316
0,18516372194203687;NA
NA;NA
0,57521969403342899;0,59018484609285615
0,52333189559068594;0,52304205385385294
0,68608121005605960;0,71036851118617006
0,45020966618860375;0,46077984027660973
0,50401279740608096;0,48317135512190368
0,55419444788867456;0,57534396676839894
0,23668722896952663;0,21402007959214009
NA;NA
NA;NA
0,20909287631773196;0,25892310560699705
NA;NA
NA;NA
0,41977247880814295;NA
NA;NA
0,45025093553056167;0,45026593310438390
0,21853654540478398;0,22063376043149677
0,51192153252732153;0,50448705477401667
NA;NA
0,58838178616460135;NA
NA;0,41749005792157817
0,40052339513377200;0,40192616591202324
